Model,best_f1_precision,best_f1_recall,best_f1_f1,best_f1_pr_auc,best_f1_mse,best_f1_mae,best_recall_precision,best_recall_recall,best_recall_f1,best_recall_pr_auc,best_recall_mse,best_recall_mae,best_pr_auc_precision,best_pr_auc_recall,best_pr_auc_f1,best_pr_auc_pr_auc,best_pr_auc_mse,best_pr_auc_mae,best_mae_precision,best_mae_recall,best_mae_f1,best_mae_pr_auc,best_mae_mse,best_mae_mae,best_mse_precision,best_mse_recall,best_mse_f1,best_mse_pr_auc,best_mse_mse,best_mse_mae,final_epoch_precision,final_epoch_recall,final_epoch_f1,final_epoch_pr_auc,final_epoch_mse,final_epoch_mae
s_mamba_freqmoe,0.499971,0.929686,0.650249,0.564676,54.694286,5.722770,0.499971,0.929686,0.650249,0.564676,54.694286,5.722770,0.513896,0.920816,0.659649,0.587478,48.097111,5.340154,0.511665,0.923381,0.658462,0.595802,40.668770,4.990128,0.511665,0.923381,0.658462,0.595802,40.668770,4.990128,0.496238,0.909169,0.642041,0.548189,56.672752,6.092155
