Model,best_f1_precision,best_f1_recall,best_f1_f1,best_f1_pr_auc,best_f1_mse,best_f1_mae,best_recall_precision,best_recall_recall,best_recall_f1,best_recall_pr_auc,best_recall_mse,best_recall_mae,best_pr_auc_precision,best_pr_auc_recall,best_pr_auc_f1,best_pr_auc_pr_auc,best_pr_auc_mse,best_pr_auc_mae,best_mae_precision,best_mae_recall,best_mae_f1,best_mae_pr_auc,best_mae_mse,best_mae_mae,best_mse_precision,best_mse_recall,best_mse_f1,best_mse_pr_auc,best_mse_mse,best_mse_mae,final_epoch_precision,final_epoch_recall,final_epoch_f1,final_epoch_pr_auc,final_epoch_mse,final_epoch_mae
FLDmamba,0.229926,1.000000,0.373886,0.139683,0.944201,0.659202,0.229926,1.000000,0.373886,0.139683,0.944201,0.659202,0.229926,1.000000,0.373886,0.139683,0.955169,0.663120,0.229926,1.000000,0.373886,0.139630,0.082172,0.150266,0.229926,1.000000,0.373886,0.139630,0.082172,0.150266,0.229926,1.000000,0.373886,0.139683,0.944201,0.659202
